Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2022T4	6,41
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2022T3	9,58
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2022T2	27,32
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2022T1	21,58
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T4	-21,19
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T3	-23,74
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T2	-35,85
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T1	-17,55
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T4	29,56
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T3	30,32
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T2	45,02
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T1	36,67
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T4	1,37
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T3	-0,44
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T2	-0,2
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T1	2,25
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T4	-0,74
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T3	1,22
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T2	8,36
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T1	2,23
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T4	-6,65
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T3	-6,34
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T2	-14,34
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T1	-23,18
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T4	5,8
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T3	2,73
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T2	4,83
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T1	4,53
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T4	""
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T3	""
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T2	""
12 Galicia	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T1	""
12 Galicia	Pernoctaciones	Valor absoluto	2023T4	6.498.415
12 Galicia	Pernoctaciones	Valor absoluto	2023T3	13.309.263
12 Galicia	Pernoctaciones	Valor absoluto	2023T2	7.609.138
12 Galicia	Pernoctaciones	Valor absoluto	2023T1	4.964.384
12 Galicia	Pernoctaciones	Valor absoluto	2022T4	6.628.879
12 Galicia	Pernoctaciones	Valor absoluto	2022T3	12.003.920
12 Galicia	Pernoctaciones	Valor absoluto	2022T2	7.356.811
12 Galicia	Pernoctaciones	Valor absoluto	2022T1	5.697.549
12 Galicia	Pernoctaciones	Valor absoluto	2021T4	7.411.034
12 Galicia	Pernoctaciones	Valor absoluto	2021T3	11.027.688
12 Galicia	Pernoctaciones	Valor absoluto	2021T2	4.341.329
12 Galicia	Pernoctaciones	Valor absoluto	2021T1	2.625.648
12 Galicia	Pernoctaciones	Valor absoluto	2020T4	3.220.989
12 Galicia	Pernoctaciones	Valor absoluto	2020T3	9.513.043
12 Galicia	Pernoctaciones	Valor absoluto	2020T2	2.543.799
12 Galicia	Pernoctaciones	Valor absoluto	2020T1	5.605.797
12 Galicia	Pernoctaciones	Valor absoluto	2019T4	7.331.378
12 Galicia	Pernoctaciones	Valor absoluto	2019T3	12.599.913
12 Galicia	Pernoctaciones	Valor absoluto	2019T2	7.561.964
12 Galicia	Pernoctaciones	Valor absoluto	2019T1	5.433.118
12 Galicia	Pernoctaciones	Valor absoluto	2018T4	6.485.064
12 Galicia	Pernoctaciones	Valor absoluto	2018T3	12.999.806
12 Galicia	Pernoctaciones	Valor absoluto	2018T2	7.451.203
12 Galicia	Pernoctaciones	Valor absoluto	2018T1	5.263.384
12 Galicia	Pernoctaciones	Valor absoluto	2017T4	6.622.848
12 Galicia	Pernoctaciones	Valor absoluto	2017T3	13.313.587
12 Galicia	Pernoctaciones	Valor absoluto	2017T2	6.976.198
12 Galicia	Pernoctaciones	Valor absoluto	2017T1	5.742.493
12 Galicia	Pernoctaciones	Valor absoluto	2016T4	7.205.594
12 Galicia	Pernoctaciones	Valor absoluto	2016T3	12.684.945
12 Galicia	Pernoctaciones	Valor absoluto	2016T2	5.767.024
12 Galicia	Pernoctaciones	Valor absoluto	2016T1	7.026.100
12 Galicia	Pernoctaciones	Valor absoluto	2015T4	6.455.928
12 Galicia	Pernoctaciones	Valor absoluto	2015T3	12.894.630
12 Galicia	Pernoctaciones	Valor absoluto	2015T2	6.894.372
12 Galicia	Pernoctaciones	Valor absoluto	2015T1	6.189.137
12 Galicia	Pernoctaciones	Distribución porcentual	2023T4	4,6
12 Galicia	Pernoctaciones	Distribución porcentual	2023T3	3,5
12 Galicia	Pernoctaciones	Distribución porcentual	2023T2	4,8
12 Galicia	Pernoctaciones	Distribución porcentual	2023T1	4,2
12 Galicia	Pernoctaciones	Distribución porcentual	2022T4	5,2
12 Galicia	Pernoctaciones	Distribución porcentual	2022T3	3,3
12 Galicia	Pernoctaciones	Distribución porcentual	2022T2	4,9
12 Galicia	Pernoctaciones	Distribución porcentual	2022T1	5,6
12 Galicia	Pernoctaciones	Distribución porcentual	2021T4	6,3
12 Galicia	Pernoctaciones	Distribución porcentual	2021T3	3,1
12 Galicia	Pernoctaciones	Distribución porcentual	2021T2	4,5
12 Galicia	Pernoctaciones	Distribución porcentual	2021T1	5,1
12 Galicia	Pernoctaciones	Distribución porcentual	2020T4	5,1
12 Galicia	Pernoctaciones	Distribución porcentual	2020T3	3,2
12 Galicia	Pernoctaciones	Distribución porcentual	2020T2	6,9
12 Galicia	Pernoctaciones	Distribución porcentual	2020T1	5,6
12 Galicia	Pernoctaciones	Distribución porcentual	2019T4	5,8
12 Galicia	Pernoctaciones	Distribución porcentual	2019T3	3,3
12 Galicia	Pernoctaciones	Distribución porcentual	2019T2	4,8
12 Galicia	Pernoctaciones	Distribución porcentual	2019T1	4,2
12 Galicia	Pernoctaciones	Distribución porcentual	2018T4	5
12 Galicia	Pernoctaciones	Distribución porcentual	2018T3	3,4
12 Galicia	Pernoctaciones	Distribución porcentual	2018T2	4,8
12 Galicia	Pernoctaciones	Distribución porcentual	2018T1	4,2
12 Galicia	Pernoctaciones	Distribución porcentual	2017T4	5,1
12 Galicia	Pernoctaciones	Distribución porcentual	2017T3	3,3
12 Galicia	Pernoctaciones	Distribución porcentual	2017T2	4,4
12 Galicia	Pernoctaciones	Distribución porcentual	2017T1	5
12 Galicia	Pernoctaciones	Distribución porcentual	2016T4	5,6
12 Galicia	Pernoctaciones	Distribución porcentual	2016T3	3,3
12 Galicia	Pernoctaciones	Distribución porcentual	2016T2	4,5
12 Galicia	Pernoctaciones	Distribución porcentual	2016T1	5,1
12 Galicia	Pernoctaciones	Distribución porcentual	2015T4	5,3
12 Galicia	Pernoctaciones	Distribución porcentual	2015T3	3,5
12 Galicia	Pernoctaciones	Distribución porcentual	2015T2	4,6
12 Galicia	Pernoctaciones	Distribución porcentual	2015T1	5,9
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2023T4	32.381.201
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2023T3	25.882.785
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2023T2	12.573.522
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2023T1	4.964.384
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2022T4	31.687.158
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2022T3	25.058.279
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2022T2	13.054.360
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2022T1	5.697.549
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2021T4	25.405.699
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2021T3	17.994.665
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2021T2	6.966.977
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2021T1	2.625.648
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2020T4	20.883.629
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2020T3	17.662.639
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2020T2	8.149.596
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2020T1	5.605.797
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2019T4	32.926.372
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2019T3	25.594.994
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2019T2	12.995.081
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2019T1	5.433.118
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2018T4	32.199.458
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2018T3	25.714.394
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2018T2	12.714.588
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2018T1	5.263.384
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2017T4	32.655.126
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2017T3	26.032.278
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2017T2	12.718.691
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2017T1	5.742.493
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2016T4	32.683.663
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2016T3	25.478.070
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2016T2	12.793.125
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2016T1	7.026.100
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2015T4	32.434.067
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2015T3	25.978.139
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2015T2	13.083.509
12 Galicia	Pernoctaciones	Acumulado en lo que va de año	2015T1	6.189.137
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2023T4	4
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2023T3	3,9
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2023T2	4,5
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2023T1	4,2
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2022T4	4,2
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2022T3	4
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2022T2	5,2
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2022T1	5,6
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2021T4	4,1
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2021T3	3,5
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2021T2	4,7
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2021T1	5,1
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2020T4	4,2
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2020T3	4,1
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2020T2	5,9
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2020T1	5,6
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2019T4	4,1
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2019T3	3,8
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2019T2	4,5
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2019T1	4,2
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2018T4	4
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2018T3	3,9
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2018T2	4,5
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2018T1	4,2
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2017T4	4,1
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2017T3	3,9
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2017T2	4,7
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2017T1	5
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2016T4	4,2
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2016T3	3,9
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2016T2	4,8
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2016T1	5,1
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2015T4	4,3
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2015T3	4,1
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2015T2	5,1
12 Galicia	Pernoctaciones	Distribución porcentual del acumulado	2015T1	5,9
12 Galicia	Pernoctaciones	Variación anual	2023T4	-1,97
12 Galicia	Pernoctaciones	Variación anual	2023T3	10,87
12 Galicia	Pernoctaciones	Variación anual	2023T2	3,43
12 Galicia	Pernoctaciones	Variación anual	2023T1	-12,87
12 Galicia	Pernoctaciones	Variación anual	2022T4	-10,55
12 Galicia	Pernoctaciones	Variación anual	2022T3	8,85
12 Galicia	Pernoctaciones	Variación anual	2022T2	69,46
12 Galicia	Pernoctaciones	Variación anual	2022T1	117
12 Galicia	Pernoctaciones	Variación anual	2021T4	130,09
12 Galicia	Pernoctaciones	Variación anual	2021T3	15,92
12 Galicia	Pernoctaciones	Variación anual	2021T2	70,66
12 Galicia	Pernoctaciones	Variación anual	2021T1	-53,16
12 Galicia	Pernoctaciones	Variación anual	2020T4	-56,07
12 Galicia	Pernoctaciones	Variación anual	2020T3	-24,5
12 Galicia	Pernoctaciones	Variación anual	2020T2	-66,36
12 Galicia	Pernoctaciones	Variación anual	2020T1	3,18
12 Galicia	Pernoctaciones	Variación anual	2019T4	13,05
12 Galicia	Pernoctaciones	Variación anual	2019T3	-3,08
12 Galicia	Pernoctaciones	Variación anual	2019T2	1,49
12 Galicia	Pernoctaciones	Variación anual	2019T1	3,22
12 Galicia	Pernoctaciones	Variación anual	2018T4	-2,08
12 Galicia	Pernoctaciones	Variación anual	2018T3	-2,36
12 Galicia	Pernoctaciones	Variación anual	2018T2	6,81
12 Galicia	Pernoctaciones	Variación anual	2018T1	-8,34
12 Galicia	Pernoctaciones	Variación anual	2017T4	-8,09
12 Galicia	Pernoctaciones	Variación anual	2017T3	4,96
12 Galicia	Pernoctaciones	Variación anual	2017T2	20,97
12 Galicia	Pernoctaciones	Variación anual	2017T1	-18,27
12 Galicia	Pernoctaciones	Variación anual	2016T4	11,61
12 Galicia	Pernoctaciones	Variación anual	2016T3	-1,63
12 Galicia	Pernoctaciones	Variación anual	2016T2	-16,35
12 Galicia	Pernoctaciones	Variación anual	2016T1	13,52
12 Galicia	Pernoctaciones	Variación anual	2015T4	""
12 Galicia	Pernoctaciones	Variación anual	2015T3	""
12 Galicia	Pernoctaciones	Variación anual	2015T2	""
12 Galicia	Pernoctaciones	Variación anual	2015T1	""
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T4	2,19
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T3	3,29
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T2	-3,68
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T1	-12,87
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T4	24,72
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T3	39,25
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T2	87,37
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T1	117
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T4	21,65
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T3	1,88
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T2	-14,51
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T1	-53,16
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T4	-36,57
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T3	-30,99
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T2	-37,29
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T1	3,18
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T4	2,26
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T3	-0,46
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T2	2,21
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T1	3,22
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T4	-1,4
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T3	-1,22
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T2	-0,03
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T1	-8,34
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T4	-0,09
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T3	2,18
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T2	-0,58
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T1	-18,27
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T4	0,77
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T3	-1,92
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T2	-2,22
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T1	13,52
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T4	""
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T3	""
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T2	""
12 Galicia	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T1	""
12 Galicia	Gasto total	Valor absoluto	2023T4	543.927,93
12 Galicia	Gasto total	Valor absoluto	2023T3	993.240,23
12 Galicia	Gasto total	Valor absoluto	2023T2	646.724,16
12 Galicia	Gasto total	Valor absoluto	2023T1	373.232,57
12 Galicia	Gasto total	Valor absoluto	2022T4	549.513,86
12 Galicia	Gasto total	Valor absoluto	2022T3	787.984,74
12 Galicia	Gasto total	Valor absoluto	2022T2	571.920,92
12 Galicia	Gasto total	Valor absoluto	2022T1	363.018,84
12 Galicia	Gasto total	Valor absoluto	2021T4	421.332,02
12 Galicia	Gasto total	Valor absoluto	2021T3	585.139,1
12 Galicia	Gasto total	Valor absoluto	2021T2	258.229,4
12 Galicia	Gasto total	Valor absoluto	2021T1	126.988,35
12 Galicia	Gasto total	Valor absoluto	2020T4	129.622,52
12 Galicia	Gasto total	Valor absoluto	2020T3	307.884,57
12 Galicia	Gasto total	Valor absoluto	2020T2	46.983,41
12 Galicia	Gasto total	Valor absoluto	2020T1	328.746,58
12 Galicia	Gasto total	Valor absoluto	2019T4	479.180,23
12 Galicia	Gasto total	Valor absoluto	2019T3	671.036,44
12 Galicia	Gasto total	Valor absoluto	2019T2	509.407,59
12 Galicia	Gasto total	Valor absoluto	2019T1	337.259,26
12 Galicia	Gasto total	Valor absoluto	2018T4	467.384,63
12 Galicia	Gasto total	Valor absoluto	2018T3	714.483,37
12 Galicia	Gasto total	Valor absoluto	2018T2	558.711,05
12 Galicia	Gasto total	Valor absoluto	2018T1	307.690,67
12 Galicia	Gasto total	Valor absoluto	2017T4	464.017,98
12 Galicia	Gasto total	Valor absoluto	2017T3	659.715,97
12 Galicia	Gasto total	Valor absoluto	2017T2	510.540,39
12 Galicia	Gasto total	Valor absoluto	2017T1	347.609,79
12 Galicia	Gasto total	Valor absoluto	2016T4	414.648,85
12 Galicia	Gasto total	Valor absoluto	2016T3	590.855,34
12 Galicia	Gasto total	Valor absoluto	2016T2	362.853,6
12 Galicia	Gasto total	Valor absoluto	2016T1	394.530,91
12 Galicia	Gasto total	Valor absoluto	2015T4	428.056,4
12 Galicia	Gasto total	Valor absoluto	2015T3	537.070,38
12 Galicia	Gasto total	Valor absoluto	2015T2	420.700,81
12 Galicia	Gasto total	Valor absoluto	2015T1	378.086,07
12 Galicia	Gasto total	Distribución porcentual	2023T4	4,3
12 Galicia	Gasto total	Distribución porcentual	2023T3	4,2
12 Galicia	Gasto total	Distribución porcentual	2023T2	4,8
12 Galicia	Gasto total	Distribución porcentual	2023T1	4
12 Galicia	Gasto total	Distribución porcentual	2022T4	5,2
12 Galicia	Gasto total	Distribución porcentual	2022T3	3,7
12 Galicia	Gasto total	Distribución porcentual	2022T2	4,9
12 Galicia	Gasto total	Distribución porcentual	2022T1	5,2
12 Galicia	Gasto total	Distribución porcentual	2021T4	5,2
12 Galicia	Gasto total	Distribución porcentual	2021T3	3,5
12 Galicia	Gasto total	Distribución porcentual	2021T2	4,8
12 Galicia	Gasto total	Distribución porcentual	2021T1	5,6
12 Galicia	Gasto total	Distribución porcentual	2020T4	4,9
12 Galicia	Gasto total	Distribución porcentual	2020T3	2,9
12 Galicia	Gasto total	Distribución porcentual	2020T2	3,7
12 Galicia	Gasto total	Distribución porcentual	2020T1	5,1
12 Galicia	Gasto total	Distribución porcentual	2019T4	5,3
12 Galicia	Gasto total	Distribución porcentual	2019T3	3,5
12 Galicia	Gasto total	Distribución porcentual	2019T2	4,5
12 Galicia	Gasto total	Distribución porcentual	2019T1	4,1
12 Galicia	Gasto total	Distribución porcentual	2018T4	5,2
12 Galicia	Gasto total	Distribución porcentual	2018T3	3,8
12 Galicia	Gasto total	Distribución porcentual	2018T2	5
12 Galicia	Gasto total	Distribución porcentual	2018T1	3,9
12 Galicia	Gasto total	Distribución porcentual	2017T4	5,4
12 Galicia	Gasto total	Distribución porcentual	2017T3	3,6
12 Galicia	Gasto total	Distribución porcentual	2017T2	5
12 Galicia	Gasto total	Distribución porcentual	2017T1	4,9
12 Galicia	Gasto total	Distribución porcentual	2016T4	5,1
12 Galicia	Gasto total	Distribución porcentual	2016T3	3,5
12 Galicia	Gasto total	Distribución porcentual	2016T2	4,3
12 Galicia	Gasto total	Distribución porcentual	2016T1	4,9
12 Galicia	Gasto total	Distribución porcentual	2015T4	5,8
12 Galicia	Gasto total	Distribución porcentual	2015T3	3,4
12 Galicia	Gasto total	Distribución porcentual	2015T2	4,7
12 Galicia	Gasto total	Distribución porcentual	2015T1	6,6
12 Galicia	Gasto total	Acumulado en lo que va de año	2023T4	2.557.124,88
12 Galicia	Gasto total	Acumulado en lo que va de año	2023T3	2.013.196,95
12 Galicia	Gasto total	Acumulado en lo que va de año	2023T2	1.019.956,73
12 Galicia	Gasto total	Acumulado en lo que va de año	2023T1	373.232,57
12 Galicia	Gasto total	Acumulado en lo que va de año	2022T4	2.272.438,36
12 Galicia	Gasto total	Acumulado en lo que va de año	2022T3	1.722.924,5
12 Galicia	Gasto total	Acumulado en lo que va de año	2022T2	934.939,75
12 Galicia	Gasto total	Acumulado en lo que va de año	2022T1	363.018,84
12 Galicia	Gasto total	Acumulado en lo que va de año	2021T4	1.391.688,87
12 Galicia	Gasto total	Acumulado en lo que va de año	2021T3	970.356,86
12 Galicia	Gasto total	Acumulado en lo que va de año	2021T2	385.217,75
12 Galicia	Gasto total	Acumulado en lo que va de año	2021T1	126.988,35
12 Galicia	Gasto total	Acumulado en lo que va de año	2020T4	813.237,07
12 Galicia	Gasto total	Acumulado en lo que va de año	2020T3	683.614,55
12 Galicia	Gasto total	Acumulado en lo que va de año	2020T2	375.729,99
12 Galicia	Gasto total	Acumulado en lo que va de año	2020T1	328.746,58
12 Galicia	Gasto total	Acumulado en lo que va de año	2019T4	1.996.883,52
12 Galicia	Gasto total	Acumulado en lo que va de año	2019T3	1.517.703,29
12 Galicia	Gasto total	Acumulado en lo que va de año	2019T2	846.666,85
12 Galicia	Gasto total	Acumulado en lo que va de año	2019T1	337.259,26
12 Galicia	Gasto total	Acumulado en lo que va de año	2018T4	2.048.269,72
12 Galicia	Gasto total	Acumulado en lo que va de año	2018T3	1.580.885,09
12 Galicia	Gasto total	Acumulado en lo que va de año	2018T2	866.401,72
12 Galicia	Gasto total	Acumulado en lo que va de año	2018T1	307.690,67
12 Galicia	Gasto total	Acumulado en lo que va de año	2017T4	1.981.884,14
12 Galicia	Gasto total	Acumulado en lo que va de año	2017T3	1.517.866,15
12 Galicia	Gasto total	Acumulado en lo que va de año	2017T2	858.150,19
12 Galicia	Gasto total	Acumulado en lo que va de año	2017T1	347.609,79
12 Galicia	Gasto total	Acumulado en lo que va de año	2016T4	1.762.888,71
12 Galicia	Gasto total	Acumulado en lo que va de año	2016T3	1.348.239,86
12 Galicia	Gasto total	Acumulado en lo que va de año	2016T2	757.384,51
12 Galicia	Gasto total	Acumulado en lo que va de año	2016T1	394.530,91
12 Galicia	Gasto total	Acumulado en lo que va de año	2015T4	1.763.913,66
12 Galicia	Gasto total	Acumulado en lo que va de año	2015T3	1.335.857,26
12 Galicia	Gasto total	Acumulado en lo que va de año	2015T2	798.786,88
12 Galicia	Gasto total	Acumulado en lo que va de año	2015T1	378.086,07
12 Galicia	Gasto total	Distribución porcentual del acumulado	2023T4	4,4
12 Galicia	Gasto total	Distribución porcentual del acumulado	2023T3	4,4
12 Galicia	Gasto total	Distribución porcentual del acumulado	2023T2	4,5
12 Galicia	Gasto total	Distribución porcentual del acumulado	2023T1	4
12 Galicia	Gasto total	Distribución porcentual del acumulado	2022T4	4,5
12 Galicia	Gasto total	Distribución porcentual del acumulado	2022T3	4,3
12 Galicia	Gasto total	Distribución porcentual del acumulado	2022T2	5
12 Galicia	Gasto total	Distribución porcentual del acumulado	2022T1	5,2
12 Galicia	Gasto total	Distribución porcentual del acumulado	2021T4	4,3
12 Galicia	Gasto total	Distribución porcentual del acumulado	2021T3	4
12 Galicia	Gasto total	Distribución porcentual del acumulado	2021T2	5
12 Galicia	Gasto total	Distribución porcentual del acumulado	2021T1	5,6
12 Galicia	Gasto total	Distribución porcentual del acumulado	2020T4	3,8
12 Galicia	Gasto total	Distribución porcentual del acumulado	2020T3	3,7
12 Galicia	Gasto total	Distribución porcentual del acumulado	2020T2	4,9
12 Galicia	Gasto total	Distribución porcentual del acumulado	2020T1	5,1
12 Galicia	Gasto total	Distribución porcentual del acumulado	2019T4	4,2
12 Galicia	Gasto total	Distribución porcentual del acumulado	2019T3	3,9
12 Galicia	Gasto total	Distribución porcentual del acumulado	2019T2	4,3
12 Galicia	Gasto total	Distribución porcentual del acumulado	2019T1	4,1
12 Galicia	Gasto total	Distribución porcentual del acumulado	2018T4	4,4
12 Galicia	Gasto total	Distribución porcentual del acumulado	2018T3	4,2
12 Galicia	Gasto total	Distribución porcentual del acumulado	2018T2	4,5
12 Galicia	Gasto total	Distribución porcentual del acumulado	2018T1	3,9
12 Galicia	Gasto total	Distribución porcentual del acumulado	2017T4	4,5
12 Galicia	Gasto total	Distribución porcentual del acumulado	2017T3	4,3
